ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
4/17/2010,62,62168,469,Employed,High School,37,25438,12,Single,1,Rent,499,0.33908625,1,1,0.043918171,0,Other,0,27,2,5280,6178,625576,9703,5180.666667,0.906664302,5,615873,0.255938,0.306319283,2487.791325,0.576526443,0,46
4/18/2010,42,34441,576,Employed,Bachelor,23,29364,84,Single,1,Own,265,0.473711027,3,0,0.114515185,0,Home,0,34,8,2091,1755,44027,53542,2870.083333,0.788814477,3,7197,0.266364,0.241425674,727.2295005,0.345714526,0,53
4/19/2010,43,99970,549,Self-Employed,Associate,23,18616,96,Single,1,Rent,407,0.144408941,6,2,0.183264097,0,Debt Consolidation,1,19,18,608,1627,170877,10275,8330.833333,0.671598227,8,160602,0.279116,0.264270692,467.756766,0.105002313,1,42.4
4/20/2010,39,69928,569,Employed,Master,21,76350,48,Married,4,Rent,460,0.354154906,6,1,0.083898865,0,Auto,0,17,3,1133,3278,60313,6525,5827.333333,0.838295985,5,53788,0.28685,0.275738321,2642.376103,0.532383498,0,51
4/21/2010,18,107514,523,Employed,Bachelor,0,17351,48,Married,0,Mortgage,329,0.311417583,3,0,0.160331152,0,Other,0,23,11,3622,533,20690,9397,8959.5,0.87817278,9,11293,0.250851,0.254973838,580.1331836,0.10147142,0,49
4/22/2010,39,47715,599,Employed,High School,16,16111,96,Married,2,Rent,348,0.093785705,3,0,0.069053178,0,Other,0,15,24,4775,653,106560,31054,3976.25,0.901152959,8,75506,0.251611,0.253584254,393.2835156,0.186427794,0,48
4/23/2010,40,18854,458,Employed,Bachelor,17,27498,12,Single,1,Own,559,0.105773403,2,1,0.27215345,0,Education,0,27,22,5930,2208,85409,11794,1571.166667,0.816397621,4,73615,0.263498,0.226863928,2582.750676,1.999629156,0,51
4/24/2010,69,22509,645,Employed,High School,46,24772,72,Single,2,Mortgage,167,0.377216255,2,0,0.083886967,0,Debt Consolidation,0,27,25,2950,1356,31864,85479,1875.75,0.834667726,4,3242,0.217272,0.210368601,608.3415067,0.41335013,0,49
4/25/2010,37,75955,496,Employed,Bachelor,17,10026,36,Married,1,Rent,214,0.240844121,6,1,0.228953092,0,Home,0,25,15,5369,627,15536,31547,6329.583333,0.515231473,5,6606,0.247026,0.23836683,392.4893593,0.095818212,1,41.6
4/26/2010,43,40829,651,Employed,Doctorate,19,32805,60,Divorced,0,Other,112,0.447445741,3,3,0.231898742,0,Auto,1,19,9,2833,1339,23559,10498,3402.416667,0.865523093,5,13061,0.212305,0.233063305,930.5711689,0.30642078,0,55
4/27/2010,39,67797,503,Employed,Bachelor,16,17532,36,Married,3,Other,295,0.257520901,0,4,0.427958778,0,Other,1,31,1,15349,394,56322,25725,5649.75,0.726812428,4,30597,0.251032,0.276689473,722.054386,0.180017591,0,66
4/28/2010,25,46275,577,Employed,Bachelor,1,40914,48,Single,2,Mortgage,887,0.214180986,2,0,0.504303117,1,Debt Consolidation,0,21,21,3586,6734,86744,33412,3856.25,0.658967143,4,53332,0.247414,0.269727993,1401.99575,0.593580746,0,69
4/29/2010,53,45429,569,Employed,High School,34,26900,72,Married,1,Rent,230,0.201458301,2,1,0.247779352,0,Home,0,27,22,2117,265,5748,41371,3785.75,0.701999287,4,4357,0.2574,0.251305982,726.7672611,0.25272859,0,53
4/30/2010,49,54929,614,Employed,Associate,26,19584,36,Married,3,Rent,427,0.194678459,1,0,0.021061115,0,Debt Consolidation,0,26,16,3248,3546,100471,63547,4577.416667,0.871896624,3,36924,0.197584,0.205402871,733.2141077,0.253464824,0,46
5/1/2010,49,34502,646,Self-Employed,Master,29,41666,60,Married,5,Mortgage,391,0.395456755,4,0,0.728357149,0,Debt Consolidation,0,34,21,9455,917,106501,67626,2875.166667,0.940505882,3,38875,0.223666,0.182492836,1063.700978,0.505953618,0,59
5/2/2010,29,37318,551,Employed,High School,7,16740,84,Married,1,Rent,242,0.850531982,1,0,0.350015084,0,Auto,0,32,17,1220,395,71436,4678,3109.833333,0.776719591,3,66758,0.26624,0.260883918,435.4351248,0.217836473,0,56
5/3/2010,56,34345,498,Employed,High School,32,11296,96,Divorced,1,Rent,286,0.430374912,4,1,0.245073238,0,Auto,1,25,7,13092,419,53600,43384,2862.083333,0.955977992,4,10216,0.297296,0.303080797,313.9357928,0.209615068,0,61
5/4/2010,23,31221,482,Employed,Associate,0,11142,84,Married,3,Rent,148,0.069780118,4,0,0.2435674,0,Home,1,26,7,3918,2501,108304,10807,2601.75,0.728485329,8,97497,0.295142,0.343122212,351.5088746,0.191989574,0,57
5/5/2010,47,36563,576,Employed,Bachelor,26,24868,48,Single,1,Mortgage,500,0.253422451,5,0,0.178088084,0,Home,0,20,23,1735,863,19513,6975,3046.916667,0.490791366,6,12538,0.231868,0.21609546,778.2312455,0.419516313,0,51
5/6/2010,66,46967,591,Employed,Associate,43,54731,72,Single,0,Mortgage,844,0.246061787,4,3,0.403850059,0,Other,1,22,23,1785,2093,290685,16579,3913.916667,0.606035024,5,274106,0.274231,0.280057138,1576.822679,0.618516664,0,57
5/7/2010,28,95637,613,Employed,Master,9,20510,48,Married,1,Mortgage,212,0.12151783,4,2,0.447100054,0,Education,0,21,4,7744,284,315119,43937,7969.75,0.90382064,7,271182,0.20901,0.229106935,656.3725383,0.108958567,1,38.4
5/8/2010,33,41498,621,Employed,High School,8,32207,48,Married,3,Mortgage,437,0.530358813,5,0,0.192882779,0,Other,1,31,7,2973,540,737705,16099,3458.166667,0.920953627,5,721606,0.216707,0.234584845,1040.388853,0.427217365,0,48
5/9/2010,41,77714,579,Employed,Associate,19,25737,36,Divorced,2,Mortgage,700,0.199063144,4,1,0.23924052,0,Auto,0,23,10,790,769,138817,6417,6476.166667,0.776442926,7,132400,0.221237,0.2115251,971.6596974,0.258124873,1,37.6
5/10/2010,33,104692,512,Employed,Bachelor,8,17916,36,Single,3,Mortgage,644,0.247315536,1,1,0.018770151,0,Home,0,20,2,774,1816,30756,20275,8724.333333,0.862784628,3,10481,0.246916,0.251595713,713.8499377,0.155639392,1,42.4
5/11/2010,21,60838,479,Employed,High School,0,9616,12,Single,0,Other,572,0.197487456,1,2,0.306965154,0,Education,0,18,29,4273,1694,99666,234337,5069.833333,0.94503426,7,10551,0.235116,0.273776391,925.076082,0.295290986,0,53
5/12/2010,40,56631,610,Employed,Bachelor,19,23937,48,Divorced,0,Own,857,0.162279182,3,0,0.623705439,0,Auto,0,31,25,2120,240,461323,71035,4719.25,0.77841461,3,390288,0.213937,0.197476831,725.1975377,0.335264616,1,38.4
5/13/2010,27,44750,561,Unemployed,High School,6,32932,36,Single,0,Other,201,0.531724339,2,0,0.401686418,0,Home,0,19,25,2636,476,123309,183348,3729.166667,0.868284285,7,7208,0.237432,0.244882951,1300.474549,0.402630047,0,61
5/14/2010,45,61032,468,Self-Employed,High School,21,27655,36,Divorced,5,Rent,282,0.166372624,0,1,0.114783652,0,Debt Consolidation,0,18,3,6566,1775,142008,25131,5086,0.848003412,3,116877,0.278655,0.308899757,1187.51953,0.288934237,0,51
5/15/2010,28,46610,615,Employed,High School,7,18586,24,Married,0,Rent,380,0.209178741,1,1,0.456385558,0,Education,0,31,6,1218,669,49345,24441,3884.166667,0.751317014,6,24904,0.186086,0.204685784,950.2093222,0.342469682,0,56
5/16/2010,58,105421,567,Self-Employed,Master,34,16909,36,Married,2,Mortgage,570,0.424752007,5,2,0.145108473,0,Home,0,20,8,7398,654,173144,37949,8785.083333,0.611596406,4,135195,0.218409,0.176443107,608.2879969,0.134123713,1,40
5/17/2010,30,79277,583,Employed,Bachelor,8,16044,84,Single,2,Rent,639,0.135126386,1,2,0.164086655,0,Auto,0,22,4,1697,148,27040,13294,6606.416667,0.792204361,3,13746,0.249544,0.2994528,458.1555376,0.166074226,0,52
5/18/2010,36,45660,632,Employed,Bachelor,17,15844,48,Married,2,Rent,407,0.112293922,2,0,0.497697917,0,Education,0,26,24,405,4187,64847,31533,3805,0.903989131,2,33314,0.194844,0.19842482,480.8099578,0.23332719,0,53
5/19/2010,49,81868,602,Employed,Associate,28,22527,60,Divorced,2,Other,517,0.315296355,3,1,0.213348717,0,Auto,0,25,20,6662,530,42632,98735,6822.333333,0.867230131,6,5638,0.226527,0.26168479,676.7176655,0.174972052,0,48
5/20/2010,25,43157,478,Employed,Bachelor,5,20366,24,Married,1,Own,488,0.264340491,1,1,0.310255759,0,Debt Consolidation,0,18,23,2308,1649,161014,6718,3596.416667,0.651353078,6,154296,0.256366,0.274053775,1111.697578,0.444803182,0,51
5/21/2010,42,43740,554,Employed,Associate,19,28364,48,Married,0,Other,164,0.180442278,6,0,0.233752552,0,Auto,0,25,3,3988,4426,46184,16146,3645,0.956300645,3,30038,0.246364,0.263047271,961.2268343,0.308704207,0,55
5/22/2010,55,47392,589,Employed,Master,35,13560,60,Married,2,Mortgage,286,0.048922131,0,0,0.301762117,0,Other,0,25,4,2381,1028,18621,5652,3949.333333,0.629707334,3,12969,0.22406,0.222672962,376.576147,0.167769112,0,57
5/23/2010,20,49809,598,Employed,Bachelor,0,21738,36,Married,0,Other,138,0.28341711,2,4,0.543824237,0,Other,0,34,21,14976,1410,97476,14704,4150.75,0.862479692,6,82772,0.207738,0.214341431,823.8341232,0.231725381,0,57
5/24/2010,42,87700,635,Employed,Bachelor,20,21644,120,Married,0,Mortgage,335,0.671259445,1,0,0.219036987,0,Debt Consolidation,0,24,4,2185,443,75214,15056,7308.333333,0.806246886,9,60158,0.259144,0.293401612,560.0541047,0.122470345,0,51
5/25/2010,43,80496,575,Employed,High School,21,17081,96,Single,0,Mortgage,388,0.037995668,5,2,0.578384698,0,Debt Consolidation,0,21,11,1470,468,36229,4112,6708,0.701379323,4,32117,0.264581,0.228305552,388.6182624,0.115774935,1,44.8
5/26/2010,49,69126,636,Self-Employed,Bachelor,25,25686,120,Divorced,0,Mortgage,417,0.383505925,3,1,0.162183407,0,Debt Consolidation,0,27,1,5436,263,77885,1395,5760.5,0.670974459,5,76490,0.262686,0.220788087,532.3005436,0.164794817,0,52
5/27/2010,25,55849,559,Self-Employed,Associate,1,14097,48,Single,1,Other,315,0.360769566,8,0,0.272722905,0,Home,0,30,2,3176,712,41882,12459,4654.083333,0.888807137,5,29423,0.229597,0.247117274,465.1523575,0.167627501,0,59
5/28/2010,24,95924,530,Self-Employed,Master,2,39986,72,Single,3,Mortgage,476,0.108242048,4,2,0.195489335,0,Other,0,25,5,3517,305,76479,59854,7993.666667,0.756872817,5,16625,0.289986,0.260245591,1102.384546,0.197454386,0,53
5/29/2010,46,40721,635,Employed,High School,25,27228,36,Single,1,Own,403,0.122218114,3,2,0.345878884,0,Home,0,23,20,14611,548,20391,11592,3393.416667,0.917458904,8,8799,0.194728,0.194053073,1003.658537,0.414525735,0,51
5/30/2010,43,21176,626,Employed,High School,24,28919,60,Divorced,1,Other,275,0.183868439,1,0,0.261963597,0,Education,0,26,4,3868,1199,202249,13805,1764.666667,0.916808023,10,188444,0.220919,0.21769232,794.9215667,0.606302361,0,49
5/31/2010,43,107008,491,Employed,Associate,22,21250,96,Single,0,Rent,203,0.344187718,3,1,0.622829111,0,Debt Consolidation,0,29,27,3235,2330,21931,220032,8917.333333,0.638889675,10,9993,0.31075,0.293760712,576.782889,0.087445749,1,45.6
6/1/2010,44,32782,505,Employed,High School,23,18688,36,Widowed,4,Own,274,0.440643577,3,0,0.382081631,0,Home,0,25,26,2202,227,27305,68807,2731.833333,0.851680828,3,6714,0.251188,0.264815905,757.7536088,0.377678095,0,56
6/2/2010,31,26598,581,Employed,High School,8,15351,24,Married,4,Mortgage,463,0.237894465,4,1,0.249456165,0,Home,0,21,6,5906,242,50742,3224,2216.5,0.718916301,6,47518,0.199851,0.173621622,761.662245,0.552520751,0,56
6/3/2010,42,22688,636,Employed,Master,20,14526,24,Married,3,Rent,385,0.15499157,2,0,0.177717919,0,Debt Consolidation,0,26,23,7427,2557,98501,11629,1890.666667,0.783802211,5,86872,0.171526,0.18093148,725.8514463,0.587544841,0,46
6/4/2010,43,72092,542,Employed,Bachelor,19,10254,72,Married,1,Rent,444,0.281720315,1,2,0.199293956,0,Home,0,23,18,5001,403,2258428,28188,6007.666667,0.841441899,5,2230240,0.254254,0.285144284,298.7302266,0.123630399,1,33.6
6/5/2010,31,21601,551,Employed,Master,10,23073,60,Single,2,Mortgage,444,0.218838367,3,2,0.093628144,0,Debt Consolidation,0,24,10,568,5328,13766,60923,1800.083333,0.844368675,6,1238,0.252573,0.254496988,683.3195816,0.626259663,0,52
6/6/2010,62,43104,628,Employed,Master,40,31237,48,Divorced,1,Own,724,0.254134095,2,0,0.113647541,1,Auto,0,19,14,5223,361,1140908,9612,3592,0.842277568,8,1131296,0.212237,0.212227265,971.0214108,0.471887921,1,41.6
6/7/2010,45,60545,562,Employed,High School,20,11957,72,Divorced,1,Mortgage,286,0.086844534,6,0,0.319113929,0,Debt Consolidation,0,25,6,7695,730,530024,51925,5045.416667,0.916933142,5,478099,0.245957,0.223571255,302.9729728,0.116734258,1,39.2
6/8/2010,25,67730,585,Employed,Bachelor,2,42675,72,Married,0,Mortgage,591,0.211537707,1,0,0.266339311,0,Auto,0,18,11,2521,749,86066,12023,5644.166667,0.651907435,4,74043,0.265175,0.220322348,1073.074171,0.294830799,0,50
6/9/2010,47,30522,561,Employed,High School,25,10033,96,Divorced,0,Rent,990,0.107318282,5,1,0.379452075,0,Debt Consolidation,0,21,18,2879,1635,172823,33407,2543.5,0.742423875,5,139416,0.264533,0.274017652,258.7154202,0.490943747,0,50
6/10/2010,28,47912,574,Employed,Master,7,33765,36,Married,4,Other,191,0.164013096,3,0,0.196808647,0,Auto,0,24,16,4470,474,113471,66869,3992.666667,0.890851963,8,46602,0.231765,0.204543868,1262.659397,0.364082333,0,50
6/11/2010,49,27385,572,Employed,Associate,28,14432,48,Married,2,Mortgage,472,0.149812454,0,2,0.223748857,0,Education,0,16,16,5701,847,149774,15276,2282.083333,0.785908519,6,134498,0.223432,0.216657603,452.0809703,0.404928671,0,49
6/12/2010,53,32385,511,Employed,Associate,32,37778,96,Married,0,Mortgage,309,0.342818975,1,0,0.32848919,0,Home,0,16,18,1669,600,224155,15882,2698.75,0.702754043,4,208273,0.317278,0.329010424,1119.184686,0.529202292,0,51
6/13/2010,30,54425,619,Unemployed,Associate,9,32256,48,Married,3,Mortgage,266,0.082521304,1,1,0.244911229,0,Home,0,21,22,2031,1747,22723,32590,4535.416667,0.897878873,9,10358,0.217756,0.202118882,985.2069234,0.275874747,0,51
6/14/2010,51,40918,585,Employed,Associate,27,82857,48,Married,0,Mortgage,1183,0.321176234,2,1,0.242627244,0,Other,1,26,14,8642,358,197966,15186,3409.833333,0.734129237,5,182780,0.285357,0.29284485,2948.96646,1.211779596,0,55
6/15/2010,44,41119,603,Employed,High School,22,16128,96,Married,2,Rent,531,0.519200826,4,0,0.125682934,0,Other,0,20,13,6204,1117,42499,27843,3426.583333,0.735687459,7,14656,0.249628,0.242774368,382.1586868,0.266492479,0,49
6/16/2010,49,21731,634,Employed,Associate,29,7198,60,Widowed,2,Mortgage,335,0.224785693,0,0,0.052821079,0,Other,0,26,4,772,1213,32225,40673,1810.916667,0.898228368,6,9559,0.195198,0.168383704,178.2638764,0.283427662,0,52
6/17/2010,62,125932,513,Employed,Bachelor,36,8557,60,Married,0,Mortgage,671,0.315524231,3,0,0.171404125,0,Debt Consolidation,0,33,3,1824,4244,31538,107456,10494.33333,0.434145962,6,3320,0.257057,0.227572468,240.0339045,0.086811985,1,40.8
6/18/2010,37,78303,577,Employed,Master,14,19869,48,Married,1,Rent,630,0.330654579,5,1,0.412659499,0,Education,0,17,11,1144,566,113712,9076,6525.25,0.868748073,5,104636,0.226369,0.197798619,602.2929176,0.188849916,1,41.6
6/19/2010,30,76280,583,Unemployed,Associate,10,23912,96,Married,0,Other,415,0.230267643,2,0,0.618840381,0,Home,0,23,1,4185,1039,30651,70769,6356.666667,0.927152158,7,2490,0.267412,0.241469396,564.5520044,0.154098375,0,65
6/20/2010,29,84740,567,Employed,Associate,7,15386,12,Married,0,Own,430,0.203688873,4,0,0.256921488,0,Home,0,18,10,3216,1655,238062,12243,7061.666667,0.798112388,7,225819,0.196886,0.203001162,1427.485405,0.26303782,1,37.6
6/21/2010,30,27411,617,Employed,Master,7,26424,36,Single,0,Rent,377,0.166902537,2,0,0.389495551,0,Debt Consolidation,0,30,14,656,2145,42421,41012,2284.25,0.833458399,8,1409,0.202924,0.2435088,1041.563277,0.621019274,0,52
6/22/2010,39,31810,584,Employed,High School,13,34431,96,Married,0,Other,370,0.47387619,1,0,0.305526211,0,Home,0,27,12,4031,17026,21057,39991,2650.833333,0.768314489,5,5423,0.277431,0.300261812,950.1192444,0.498001601,0,56
6/23/2010,44,18747,654,Employed,Master,24,29496,48,Married,3,Other,265,0.290937365,1,1,0.090677914,0,Auto,1,23,2,8799,673,82553,11869,1562.25,0.88534977,5,70684,0.197496,0.218694162,927.2134643,0.763138719,0,54
6/24/2010,43,277539,585,Employed,High School,19,21594,60,Married,1,Mortgage,306,0.130230253,1,2,0.226100336,0,Debt Consolidation,0,22,1,2102,1439,60484,5097,23128.25,0.568365588,5,55387,0.234094,0.251267206,635.4177363,0.040704236,1,40.8
6/25/2010,49,40128,494,Employed,Bachelor,24,14429,48,Married,2,Mortgage,397,0.513949315,4,2,0.279000506,0,Home,0,19,19,1384,1898,59757,17500,3344,0.922468353,6,42257,0.262429,0.2099432,446.7599322,0.252320554,1,43.2
6/26/2010,40,113364,559,Employed,Bachelor,19,33391,48,Divorced,0,Mortgage,335,0.3074951,1,0,0.13170477,0,Other,0,21,2,5507,515,47431,32615,9447,0.897192016,4,14816,0.248891,0.285453381,1174.191032,0.15975347,0,53
6/27/2010,57,27220,642,Employed,Bachelor,35,43954,60,Single,4,Rent,279,0.321756472,4,0,0.259548112,0,Home,0,21,19,1607,903,90643,40355,2268.333333,0.848390357,4,50288,0.227954,0.185702405,1129.822405,0.621082618,0,49
6/28/2010,36,101289,557,Employed,Master,16,16307,72,Divorced,1,Rent,966,0.338422366,4,0,0.03168269,0,Home,0,15,27,461,2456,466870,72366,8440.75,0.784544791,4,394504,0.252807,0.2022456,392.7242732,0.160971984,1,34.4
6/29/2010,72,186711,647,Self-Employed,High School,50,12263,48,Married,0,Mortgage,502,0.293061714,3,1,0.075992573,0,Debt Consolidation,0,30,1,3708,2071,76134,21477,15559.25,0.58606229,4,54657,0.183763,0.177149089,358.4013429,0.055298382,1,40
6/30/2010,47,36866,526,Employed,Associate,25,39232,60,Divorced,1,Own,346,0.26631812,1,1,0.304341202,0,Debt Consolidation,1,25,15,7081,3507,382825,18590,3072.166667,0.795205028,5,364235,0.281232,0.323482017,1326.451459,0.544388258,0,55
7/1/2010,29,23672,464,Employed,Bachelor,5,25867,24,Divorced,0,Mortgage,700,0.406978128,2,3,0.575861192,0,Other,0,30,11,6046,553,42225,191180,1972.666667,0.826145766,8,5266,0.268867,0.242086096,1370.311395,1.049498848,0,61
7/2/2010,27,42591,592,Employed,Master,2,25611,48,Single,0,Rent,336,0.489642624,5,0,0.125778472,0,Home,0,34,15,3589,1159,292344,23973,3549.25,0.837402402,6,268371,0.224611,0.209221656,791.9906175,0.317810979,0,46
7/3/2010,45,15000,603,Employed,High School,24,52029,60,Married,2,Mortgage,310,0.19284066,1,0,0.448404471,0,Home,0,29,18,10993,1904,114039,7103,1250,0.877439158,3,106936,0.255529,0.2044232,1391.286543,1.361029234,0,50
7/4/2010,37,53511,633,Employed,Master,18,8984,60,Married,0,Rent,243,0.154888774,3,1,0.302952915,0,Education,0,23,9,1203,930,31622,18437,4459.25,0.864560708,6,13185,0.197484,0.190734256,233.4130302,0.106837031,1,40.8
7/5/2010,48,94292,650,Employed,Associate,26,19811,84,Single,0,Rent,368,0.319211236,7,0,0.112081815,0,Debt Consolidation,0,27,2,5610,5871,295853,12504,7857.666667,0.622843029,3,283349,0.219811,0.217992366,461.6383493,0.105583296,1,32.8
7/6/2010,45,46284,552,Employed,High School,22,26604,36,Divorced,1,Rent,583,0.454231317,4,1,0.266582986,0,Other,0,19,21,1987,164,31173,23090,3857,0.842482097,6,8083,0.235604,0.259356508,1070.979928,0.428825493,0,54
7/7/2010,39,46711,497,Employed,Bachelor,16,60320,48,Married,0,Mortgage,554,0.430057168,2,1,0.077642486,0,Other,0,20,3,2278,1315,571882,25146,3892.583333,0.928401206,3,546736,0.30682,0.291563522,2142.384189,0.692697871,0,47
7/8/2010,29,53578,574,Employed,High School,7,21491,24,Single,0,Mortgage,486,0.330216478,5,2,0.305010956,0,Debt Consolidation,0,24,23,2526,1102,18740,12870,4464.833333,0.773047518,3,5870,0.209491,0.204940467,1098.995545,0.354995456,0,54
7/9/2010,21,53851,529,Employed,Bachelor,0,17297,60,Single,1,Other,448,0.227281969,4,0,0.320609051,0,Debt Consolidation,0,30,15,3421,307,63880,25441,4487.583333,0.866059107,5,38439,0.257797,0.253132504,510.8712968,0.213672087,0,54
7/10/2010,34,15000,577,Self-Employed,High School,8,24547,48,Married,0,Rent,333,0.252690432,2,0,0.226215834,0,Other,0,21,15,241,2711,65962,12111,1250,0.793957015,3,53851,0.231047,0.259296375,826.6872977,0.927749838,0,55
7/11/2010,50,45326,565,Employed,Associate,27,31744,48,Single,4,Mortgage,913,0.211597088,2,3,0.166772854,0,Other,0,17,26,1173,406,32227,76673,3777.166667,0.735364049,0,6439,0.244244,0.217693735,996.1586294,0.505447283,0,51
7/12/2010,42,233649,558,Employed,Bachelor,20,39982,24,Single,1,Mortgage,1407,0.344095694,2,3,0.392049225,0,Auto,0,30,15,3435,3786,61608,20268,19470.75,0.718889969,9,41340,0.235982,0.240682208,2115.253826,0.180899751,1,41.6
7/13/2010,25,20408,588,Employed,Bachelor,4,45953,120,Divorced,0,Rent,386,0.207262154,4,1,0.026246949,0,Auto,1,24,10,15190,4327,149048,52908,1700.666667,0.647246604,2,96140,0.306953,0.275717165,1129.819197,0.891308818,0,56
7/14/2010,42,44584,512,Employed,Associate,20,8463,72,Married,0,Mortgage,407,0.377840829,3,1,0.155983172,0,Other,0,24,14,9697,2335,12032,77804,3715.333333,0.479233847,6,3190,0.267463,0.270109511,238.5223719,0.17374548,0,51
7/15/2010,44,145556,536,Employed,Associate,18,15008,48,Married,4,Rent,160,0.147158482,8,1,0.466485847,0,Home,0,15,12,3518,4500,26753,30161,12129.66667,0.866347905,1,6641,0.242008,0.237006912,486.8083133,0.053324492,1,42.4
7/16/2010,29,90532,526,Employed,High School,7,33919,60,Single,1,Mortgage,409,0.327618856,0,0,0.467968396,0,Home,0,34,11,7647,273,184629,26215,7544.333333,0.489830562,3,158414,0.275919,0.259165461,1013.875651,0.188601907,0,51
7/17/2010,41,32059,496,Employed,Associate,19,25093,60,Single,1,Mortgage,279,0.18651889,3,0,0.457186919,0,Debt Consolidation,0,16,27,3153,5224,59326,9729,2671.583333,0.667400617,7,49597,0.282093,0.287617292,792.8626726,0.401208774,0,56
7/18/2010,40,74190,618,Employed,Doctorate,18,27383,108,Married,1,Rent,749,0.173098663,2,0,0.210281674,0,Debt Consolidation,1,26,26,1269,2647,140161,7290,6182.5,0.976723506,1,132871,0.263383,0.278711205,694.142054,0.233423705,0,50
7/19/2010,26,47630,538,Employed,Master,1,16112,72,Married,1,Own,797,0.387813705,0,1,0.565876771,0,Debt Consolidation,0,20,28,1553,5671,51023,23904,3969.166667,0.880922255,2,27119,0.262112,0.252314929,436.3032939,0.310720964,0,59
